Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Grithead, D.",YKW,11,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Selich, A.",YKW,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Kroustis, G.",YKW,5,0,2,0/0,0,0,0,0,"[0, 0, 0]"
"Smyles, L.",YKW,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Virtanen, M.",YKW,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Snuggles, J.",YKW,4,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Leonard, M.",YKW,3,0,0,0/0,3,1,0,0,"[0, 0, 0]"
"Maulolo, C.",YKW,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Alexander, N.",YKW,2,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Kearse, J.",YKW,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Lewis, L.",YKW,2,0,1,0/0,1,1,0,1,"[0, 0, 0]"
"Bigsby, C.",YKW,0,0,0,0/1,0,0,0,0,"[0, 0, 0]"
"Bakshi, S.",AUS,11,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Jensen, C.",AUS,11,0,0,0/0,3,1,0,0,"[0, 0, 0]"
"Edmond, H.",AUS,8,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Idlewyld, K.",AUS,8,2,1,1/0,0,0,0,0,"[0, 0, 0]"
"Sexjoke, A.",AUS,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Bradberton, J.",AUS,4,2,0,0/0,0,0,0,0,"[0, 0, 0]"
"Lavelle Jr., D.",AUS,4,0,0,0/0,2,1,0,0,"[0, 0, 0]"
"Ridley, X.",AUS,4,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Okura, T.",AUS,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Fassingit, H.",AUS,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Kuusela, G.",AUS,2,0,1,0/0,0,0,0,0,"[0, 0, 0]"
