Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Storm, J.",OCO,10,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Grievous, L.",OCO,9,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Vegeta, P.",OCO,7,0,1,1/0,0,0,0,0,"[0, 0, 0]"
"Abernathy, K.",OCO,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Lattimer, A.",OCO,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Ginsberg, D.",OCO,5,2,1,0/0,0,0,0,0,"[0, 0, 0]"
"Biggums, T.",OCO,4,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Boucher, B.",OCO,2,1,1,0/0,0,0,0,0,"[0, 0, 0]"
"Lazer-Eyes, G.",OCO,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Dream, K.",OCO,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Eagle, R.",OCO,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Kurisuto, R.",OCO,0,0,0,0/1,0,0,0,0,"[0, 0, 0]"
"Bode, Q.",NO,9,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Taylor, D.",NO,7,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Blaylock, M.",NO,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Adams, X.",NO,4,1,0,1/0,0,0,0,0,"[0, 0, 0]"
"Slothface, J.",NO,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Arianlacher, M.",NO,3,2,0,0/0,0,0,0,0,"[0, 0, 0]"
"Faux, B.",NO,3,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Rector, D.",NO,3,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Ironside, B.",NO,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Andrews, J.",NO,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Tu'inukuafe, B.",NO,1,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Toriki, M.",NO,0,0,0,0/1,0,0,0,0,"[0, 0, 0]"
