Player,Team,Rec,Yds,Avg,Lg,rec_TD
"Jefferson, L.",ARI,8,86,10.8,18,0
"Stormblessed, N.",ARI,5,64,12.8,23,1
"Washington, W.",ARI,3,30,10,16,0
"Vincent, M.",ARI,3,25,8.3,12,0
"Tkachuk, J.",ARI,2,26,13,13,0
"Durden, J.",ARI,1,5,5,5,0
"Newman, M.",ARI,1,5,5,5,0
"Mackworthy, R.",ARI,1,4,4,4,0
"Hendrix, K.",COL,4,65,16.2,28,0
"Tiernan, L.",COL,2,17,8.5,9,0
"O'Connell, K.",COL,2,7,3.5,4,0
"Shaloiko, J.",COL,1,28,28,28,0
"Gucci, R.",COL,1,15,15,15,0
"Law, D.",COL,1,10,10,10,0
"Hargrove, M.",COL,1,2,2,2,0
